timestamp,method,bodies,steps,block_size,theta,sort_type,total_time_ms,avg_step_time_ms,force_calculation_time_ms,tree_build_time_ms,sort_time_ms
2025-04-20 12:19:10,GPU_SFC_Barnes_Hut,10000,100,256,0.5,0,0.669888,0.00669888,0.00912,0.165888,0.982016
2025-04-20 16:59:28,GPU_SFC_Barnes_Hut,10000000,100,256,0.5,0,194.503,1.94503,10.2451,180.907,2128.09
2025-04-20 17:07:20,GPU_SFC_Barnes_Hut,1000000,100,256,0.5,0,15.9567,0.159567,0.439296,14.7944,0
2025-04-20 17:07:58,GPU_SFC_Barnes_Hut,10000000,100,256,0.5,0,155.177,1.55177,4.45645,149.101,0
2025-04-20 17:08:34,GPU_SFC_Barnes_Hut,10000000,100,256,0.5,0,194.666,1.94666,10.2574,181.04,2385.92
2025-04-20 18:04:48,GPU_SFC_Barnes_Hut,10000000,100,256,0.5,0,193.639,1.93639,10.2666,180.004,2373.95
